tweet_id,clean_text,brand_reply_text,silver_intent
462657,"you should be able to skip suggested songs without it counting to our limited skips amount. Or when someone turns off ""Auto Play"", it should actually work. You could also take out playing suggested songs in general.","@224964 Hey! We hear you 🎧 Rest assured, your feedback will be passed on to the right folks /RB",playback_issue
462668,"The app on my Galaxy S8+ seems to be broken. When I attempt to launch it, I see nothing but a black screen. Also, it constantly switches to offline mode between listening sessions. HELP","@224968 Hey Jake, help's here! Can you send us the Android and Spotify versions you're running? We'll see what we can suggest /LO",app_technical
462676,Hey @115888 I can't reset my password!,"@224969 Hey there! Try resetting your password here: https://t.co/jGP5GWOoVY. If  you see any error messages, send us a screenshot. We'll see what we can suggest /RB",account_login
466032,"hey, why is it that artists I follow don’t always appear in my following artists list? I use iPhone iOS 11, if it matters. Thx","@225878 Hey there! Don't worry, we're here to help. Just to check, could you let us know the iPhone model you're using along with the exact Spotify version installed? Keep us posted /MT",device_platform
466039,".... seriously, when is an ""explicit lyric filter"" coming?  I'd like to make full use of the Family Plan I'm paying for, but you're making it a little difficult.  Is this really that hard to do?","@225880 Hey! We're afraid we don't have any info to share. However, it's definitely something for the team to consider and we'll make sure it reaches them /RA",premium_billing
466058,"if I’ve reached out about my song being released under a wrong blank duplicate artist and it’s going to be moved, will those monthly listeners/followers and statistics be moved over to the right artist page?","@225884 Hi there! Just to check, have you already tried reaching out to our friends in Artist Support here: https://t.co/41wf7ozbVm? They're the right folks to help with this /RH",playback_issue
466063,someone is hacking into our spotify account and changing the password right after we do and it keeps kicking us out. Please help!,@225886 Hey! We're sorry to hear that. Check out https://t.co/iVpg60w61i for what to do next /JQ,account_login
466075,"can we do s/t about how when i search my saved songs, it only plays the ONE song? aka the queue is empty? sometimes i wanna start my shuffle with a song and having to scroll through all of them for one song is a lot. i mean, im not dying but it's a lot. thanks gf! @SpotifyCares","@225891 Hey there! Can you let us know the device, operating system, and Spotify version you're using? A screenshot of what you're seeing would come in handy /RH",playback_issue
466081,"Dear @115888 , it's been 7 months and you still haven't fixed the lack of queue on the web player.  Please fucking get it together. XOXO, Rae",@225893 Hey there! Thanks for the feedback. The web player is still undergoing some tests at this time to further improve it. We'll be sure to let the relevant folks know about your comments /AR,device_platform
466085,I can't log into my account @SpotifyCares my email address isn't being recognized.,@225894 Hey there! Can you send us your account's email address or username? We'll take a look backstage /MT https://t.co/ldFdZRiNAt,account_login
466106,F*** you @115888 and your new zone restrictions. I pay you and you want me to explain why I'm not currently in UK ? You're the police ? My parents ? Nope ! Let me be ! #zonerestrictions #Spotify #lifesucks,"@225900 Hey, we're sorry you feel that way. This should be because of differences on licensing laws in various countries. Hope this clears things up /AR",premium_billing
466815,"Hey @115888 stop spamming us with #%$!ing ""The Punisher"" adds every 3 godamn seconds! Now I don't even want to watch the show. This is my first tweet ever, logged on just to say this",@226103 Hey! We didn't mean to cause any offense. We'll pass the feedback on to the right people /RB,playback_issue
466833,"When I go to play a song it says the song isn't available, and it says it on every song.","@226111 Hey Justin, that's not cool! Can you let us know what device, operating system, and Spotify version you're running? We'll see what we can suggest /RA",playback_issue
467609,"urgh, is there some way to get @115888 to stop recommending finnish music in discover weekly and release radar?","@226304 Hey Björn! Discover Weekly and Release Radar are based on what you, and others like you, are listening to. The more you use Spotify, the more personalized they become. We'd suggest carrying on listening to the songs you love /AR",playback_issue
467616,Since I got #ios11 my @115888 often pauses itself when I listen in my car via Bluetooth. What to do?,"@226306 Hey Jennifer! Don't worry, we're here to help. Can you let us know the iPhone model you're using along with its Spotify version? Keep us posted /MT",device_platform
468373,"I tried loading a playlist in the Windows app, but it didn't load all songs at all, instead giving me a progress ring.",@226518 Hey there! Can you let us know the device/OS and Spotify version you're using? We'll see what we can suggest /AR,device_platform
468941,"my Facebook bio is linking to a user by the same name instead of my verified artist account, how can I fix this?",@226655 Hey! Our friends in Artist Support are the right folks to help with this. You can get in touch with them here: https://t.co/41wf7ozbVm /MU,account_login
468960,how come the songs beggin’ and can’t take my eyes off of you are missing from jersey boys movie album and it says that theyres 25 song but they’re is only 18 seven are missing fix this plz and they used to be there,@226661 Hey! Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have those tracks available again soon /RA,playback_issue
468971,we need @146300 to be on your app or I will be forced to cancel my subscription to you and go to @126654 and we don't want that right 💕😊...  So fix it please like now thx bye 💖,@226665 Hey Ricky. We'd love to have him on Spotify! Hopefully we will in the future. Check this out: https://t.co/GGCDZEXji9 /NS,premium_billing
468975,"Dear @115888 please, when you have time, upload @146300 song. Thanks https://t.co/sSBDDjm1xu","@226667 Hey Jos! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/1dgftcFtzc /RA",playback_issue
469550,"Your maximum download count for Spotify premium customers is WAY too small, please work on fixing this!","@226804 Hey Kipp! We can see how that’d be useful. You can vote for the official idea here: https://t.co/a9TZL1Dqp6. If you need anything else, just shout and we'll come running 🏃 /PK",premium_billing
469560,"why is there no function to minimize to system tray on pc, gets very annoying when doing work while listening to music and alt tabbing a lot.","@226807 Hi Jasvir! You can minimize it to the system tray. Just head to the app's Settings &gt; Show Advanced Settings &gt; toggle on ""Close button should minimize the Spotify window to the tray"" (under the section for Startup and Window Behaviour). Hope this helps /MU",device_platform
470965,Hi Spotify can I sort a playlist by most recently added when using the iOS app?  If not could you add that pls?,@227130 Hey there! It's possible to sort the tracks on your playlists by recently added. Check out the steps at https://t.co/myAf3mlgcv. Let us know if we can help with anything else 🙂 /AY,device_platform
471645,"Hello :) I have contacted you regarding song under wrong artist for band ""Payday"", which has ended up under ""PayDay"". We hope this can get resolved very very soon :( Please help!",@227309 Hey! We've just replied to your DM. Let's carry on chatting out there /MU,playback_issue
